weather,city,scenario_raw,time_slice,severity,weather_year,rows,mean_agg_p_tail_spread_mean,mean_agg_p_tail_spread_p95,max_zone_p_tail_spread_mean,max_zone_p_tail_spread_p95,mean_agg_threshold_flip_rows,mean_agg_threshold_flip_pct,max_zone_threshold_flip_rows,max_zone_threshold_flip_pct,sreal_mean_hidden_rows,sreal_mean_hidden_pct,sreal_zone_hidden_rows,sreal_zone_hidden_pct,direction_flip_rows,direction_flip_pct,sreal_mean_high_tail_pct,sreal_any_zone_high_tail_pct
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,Guangzhou,ssp245,late_2080s,heatwave_extreme,2088,16704,0.08509702980518341,0.22143982276320454,0.14273416996002197,0.32253050804138184,4416,26.436781609195403,6183,37.015086206896555,4388,26.269157088122608,5976,35.775862068965516,2438,14.59530651340996,3.59794061302682,15.900383141762454
guangzhou_ssp245_late_2080s_hot_2083,Guangzhou,ssp245,late_2080s,hot,2083,16704,0.07679522037506104,0.21251197382807727,0.14108829200267792,0.31434516012668606,4022,24.078065134099617,7082,42.397030651341,4015,24.03615900383142,6871,41.133860153256705,3088,18.486590038314176,1.4667145593869733,11.170977011494253
guangzhou_ssp245_late_2080s_typical_2084,Guangzhou,ssp245,late_2080s,typical,2084,16704,0.06432247161865234,0.19520649686455718,0.12052874267101288,0.26937837898731193,2757,16.505028735632184,5573,33.36326628352491,2742,16.41522988505747,5417,32.429358237547895,3148,18.845785440613028,0.7303639846743295,8.818247126436782
guangzhou_ssp245_mid_2050s_heatwave_extreme_2055,Guangzhou,ssp245,mid_2050s,heatwave_extreme,2055,16704,0.06664387136697769,0.21115968301892277,0.12104716151952744,0.27452192604541775,2842,17.01388888888889,5782,34.61446360153257,2831,16.948036398467433,5677,33.98587164750958,3272,19.588122605363985,1.6403256704980842,8.494971264367816
guangzhou_ssp245_mid_2050s_hot_2051,Guangzhou,ssp245,mid_2050s,hot,2051,16704,0.06667842715978622,0.20567943975329395,0.11767207831144333,0.26612377166748047,3011,18.025622605363985,5456,32.662835249042146,3004,17.983716475095786,5320,31.84865900383142,2937,17.582614942528735,1.1853448275862069,8.411159003831417
guangzhou_ssp245_mid_2050s_typical_2054,Guangzhou,ssp245,mid_2050s,typical,2054,16704,0.06392080336809158,0.19355981871485706,0.11945508420467377,0.26560652256011963,2773,16.60081417624521,5627,33.68654214559387,2770,16.582854406130267,5511,32.992097701149426,2971,17.78615900383142,0.3172892720306513,7.453304597701149
guangzhou_ssp245_near_2030s_heatwave_extreme_2034,Guangzhou,ssp245,near_2030s,heatwave_extreme,2034,16704,0.05558362603187561,0.1662559077143669,0.0996285006403923,0.24581512808799744,1989,11.907327586206897,4582,27.430555555555557,1989,11.907327586206897,4501,26.945641762452105,3978,23.814655172413794,0.17959770114942528,4.322318007662835
guangzhou_ssp245_near_2030s_hot_2038,Guangzhou,ssp245,near_2030s,hot,2038,16704,0.06435362249612808,0.20044225454330436,0.11722192168235779,0.2656797170639038,2882,17.253352490421456,6045,36.18893678160919,2881,17.24736590038314,5892,35.27298850574713,3162,18.929597701149426,0.44300766283524906,5.274185823754789
guangzhou_ssp245_near_2030s_typical_2031,Guangzhou,ssp245,near_2030s,typical,2031,16704,0.05521132051944733,0.16428601443767518,0.10273248702287674,0.25193385183811184,1808,10.82375478927203,4692,28.089080459770116,1803,10.79382183908046,4575,27.388649425287355,3870,23.16810344827586,0.04190613026819923,3.9571360153256707
guangzhou_ssp585_baseline_2020s_heatwave_extreme_2026,Guangzhou,ssp585,baseline_2020s,heatwave_extreme,2026,16704,0.06129256635904312,0.18944960609078404,0.10863861441612244,0.25482457876205356,2340,14.00862068965517,5233,31.327825670498083,2335,13.978687739463602,5120,30.65134099616858,3632,21.743295019157088,0.18558429118773948,4.507902298850574
