group_scope,model,event,city,n_steps,n_cases,equal_zone_mean_mean,area_weighted_mean_mean,zone_p90_mean,any_zone_mean,cold_equal_mean,warm_equal_mean,cold_area_mean,warm_area_mean,expected_tsv_equal_mean,expected_tsv_area_mean,time_slice,scenario,severity
time_slice,nominal,outermost,,601344,36,0.03767416376326645,0.03522950322863615,0.06039773507465865,0.07518533690334273,0.002577031174912247,0.0350971325883542,0.0026123792025932223,0.03261712402604292,0.31446593565183356,0.29794733668374324,late_2080s,,
time_slice,nominal,outermost,,601344,36,0.031908949893067,0.029760006121731634,0.051588683760041436,0.06457541295799922,0.0026486710764747623,0.029260278816592225,0.0026677838172320537,0.02709222230449958,0.2447774552567637,0.22999818971107028,mid_2050s,,
time_slice,nominal,outermost,,601344,36,0.02787668141353728,0.026012752717770038,0.0452816580410855,0.057474674981443125,0.0027140698881189364,0.025162611525418342,0.0027144664354783834,0.023298286282291653,0.19382113696996373,0.18120892714359366,near_2030s,,
time_slice,ordinal,broad_tail,,601344,36,0.10426582063075603,0.10000228358208871,0.14807678376131383,0.1781330534826996,0.027950489496210432,0.07631533113454558,0.027993615885651038,0.07200866769643767,0.23102832406361612,0.22138166376729188,baseline_2020s,,
time_slice,ordinal,broad_tail,,601344,36,0.13627590094080544,0.1309912506657234,0.192625687268369,0.22757115560413668,0.02564642729355208,0.1106294736472534,0.02593689966018544,0.10505435100553796,0.3435618022454178,0.3276565344247741,late_2080s,,
time_slice,ordinal,broad_tail,,601344,36,0.11730474844702721,0.11248025967504974,0.16650742276740965,0.19834817571277585,0.02693793343073222,0.09036681501629497,0.027123423025674463,0.08535683664937527,0.2782431179754552,0.2649606724079314,mid_2050s,,
time_slice,ordinal,broad_tail,,601344,36,0.10446279789325437,0.10002593964405095,0.14835443138734733,0.17844402159287717,0.02833628068631546,0.0761265172069389,0.02842462233044248,0.07160131731360847,0.22946134329219842,0.21904283704118843,near_2030s,,
time_slice,ordinal,outermost,,601344,36,0.023751342306285696,0.022184223591151277,0.039030085053003545,0.05064427404172043,0.0025869416467717236,0.021164400659513978,0.002574414742413244,0.01960980884873803,0.23102832406361612,0.22138166376729188,baseline_2020s,,
time_slice,ordinal,outermost,,601344,36,0.031680381292671075,0.02914639461063551,0.05258996391517996,0.06751188359767073,0.002393476297193433,0.02928690499547764,0.002407538662832501,0.026738855947803012,0.3435618022454178,0.3276565344247741,late_2080s,,
time_slice,ordinal,outermost,,601344,36,0.02688064830176945,0.02489034762487808,0.044524320167183835,0.0573017878459963,0.0025130460522590214,0.024367602249510435,0.0025132386989332044,0.022377108925944876,0.2782431179754552,0.2649606724079314,mid_2050s,,
time_slice,ordinal,outermost,,601344,36,0.023759064236883166,0.022150514312167118,0.039192505221888205,0.05096993095901498,0.0025957028503897747,0.02116336138649339,0.002583622976702758,0.019566891335464364,0.22946134329219842,0.21904283704118843,near_2030s,,
time_slice,stored_ordinal,broad_tail,,601344,36,0.10509775291547609,0.1008938228037394,0.14916847242513628,0.17936719929137365,,,,,0.23450560766305012,0.2254086485192387,baseline_2020s,,
time_slice,stored_ordinal,broad_tail,,601344,36,0.1374109080210387,0.13217685518895733,0.1939286591609971,0.22897046063568177,,,,,0.34801159704021156,0.33260339550203927,late_2080s,,
time_slice,stored_ordinal,broad_tail,,601344,36,0.11829659804089405,0.11352768636757089,0.16772111656502064,0.19968462734845968,,,,,0.2822657410579278,0.2695140008315967,mid_2050s,,
time_slice,stored_ordinal,broad_tail,,601344,36,0.10531053438440183,0.10093557517597161,0.1494672405906828,0.17968544158648378,,,,,0.23304296075899425,0.2231741232348501,near_2030s,,
scenario_time_slice,no_pmv_ordinal,broad_tail,,300672,18,0.10739179870032325,0.10276422992284433,0.1534840525401541,0.18555151196026354,0.02620332570974609,0.08118847299057716,0.026206329886596328,0.076557900036248,0.25218656104934223,0.23931765643678826,baseline_2020s,ssp245,
