example_kind,weather,city,scenario_raw,time_slice,severity,weather_year,month,day,hour,current_time,outdoor_temp_c,mean_operative_temp_c,mean_rh_pct,example_score,mean_p_tail_min,mean_p_tail_max,mean_p_tail_spread,mean_min_scenario,mean_max_scenario,max_zone_p_tail_min,max_zone_p_tail_max,max_zone_p_tail_spread,zone_min_scenario,zone_max_scenario
sreal_any_zone_hidden_tail,ahmedabad_ssp245_late_2080s_heatwave_extreme_2081,Ahmedabad,ssp245,late_2080s,heatwave_extreme,2081,12,17,17,18.0,29.06,25.413146415291937,46.50558179983425,0.4397072196006775,0.08931422233581543,0.13790065050125122,0.04858642816543579,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_mid_2050s_heatwave_extreme_2059,Ahmedabad,ssp245,mid_2050s,heatwave_extreme,2059,2,13,12,12.5,27.130000000000003,25.7043694758003,45.13866514089946,0.4397072196006775,0.09684249758720398,0.18144679069519043,0.08460429310798645,COMP-Lo,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,phoenix_ssp585_late_2080s_typical_2081,Phoenix,ssp585,late_2080s,typical,2081,1,9,16,17.0,30.67,25.649888101314236,45.980263080872355,0.4397072196006775,0.09785949438810349,0.16656196117401123,0.06870246678590775,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,2,7,15,16.0,30.25,25.91793342997734,46.056355946788905,0.4397072196006775,0.10208934545516968,0.1993289291858673,0.09723958373069763,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_late_2080s_hot_2081,Ahmedabad,ssp245,late_2080s,hot,2081,12,17,17,18.0,29.06,25.413146415291937,46.50558179983425,0.4397072196006775,0.08931422233581543,0.13790065050125122,0.04858642816543579,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,phoenix_ssp585_late_2080s_typical_2081,Phoenix,ssp585,late_2080s,typical,2081,11,19,9,10.0,28.59,26.00112442459961,45.13982495655703,0.4397072196006775,0.10488572716712952,0.18586064875125885,0.08097492158412933,S-real,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_mid_2050s_typical_2058,Ahmedabad,ssp245,mid_2050s,typical,2058,12,26,16,17.0,28.58,25.582163443703493,47.33205426932648,0.4397072196006775,0.09469413012266159,0.1633129119873047,0.0686187818646431,S-real,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_late_2080s_hot_2081,Ahmedabad,ssp245,late_2080s,hot,2081,12,10,17,18.0,29.15,25.42637490073535,46.426091098242566,0.4397072196006775,0.08771436661481857,0.1380426287651062,0.05032826215028763,COMP-Lo,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_late_2080s_heatwave_extreme_2081,Ahmedabad,ssp245,late_2080s,heatwave_extreme,2081,12,10,17,18.0,29.15,25.42637490073535,46.426091098242566,0.4397072196006775,0.08771436661481857,0.1380426287651062,0.05032826215028763,COMP-Lo,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_late_2080s_hot_2081,Ahmedabad,ssp245,late_2080s,hot,2081,1,9,17,17.25,30.03,25.64433771332403,46.477113257262815,0.4397072196006775,0.09529697895050049,0.16650113463401794,0.07120415568351746,S-real,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
