weather,city,scenario_raw,time_slice,severity,weather_year,scenario,watts_person,met,bsa_m2,rows,mean_mu,mean_p_tail_mean_agg,p95_p_tail_mean_agg,high_tail_mean_agg_pct,mean_max_zone_p_tail,p95_max_zone_p_tail,any_zone_high_tail_pct,mean_p90_zone_p_tail,mean_zones_high_tail,warm_dominant_pct,cold_dominant_pct
ahmedabad_ssp245_near_2030s_hot_2034,Ahmedabad,ssp245,near_2030s,hot,2034,COMP-Med,100.0,1.0,1.7182130584192439,16704,0.012149982154369354,0.1303653120994568,0.21045086160302157,6.154214559386973,0.19880521297454834,0.37435781955718994,36.26676245210728,0.17251648008823395,1.3195043103448276,35.674090038314176,34.183429118773944
ahmedabad_ssp245_near_2030s_hot_2034,Ahmedabad,ssp245,near_2030s,hot,2034,EQ-Max,108.0,1.08,1.7182130584192439,16704,0.3878762423992157,0.1590142846107483,0.36247771978378285,22.383860153256705,0.31065118312835693,0.624157190322876,57.59698275862068,0.25323745608329773,3.0448395593869733,88.60751915708812,0.10775862068965517
ahmedabad_ssp245_near_2030s_hot_2034,Ahmedabad,ssp245,near_2030s,hot,2034,COMP-Hi,110.0,1.1,1.7182130584192439,16704,0.296523779630661,0.12093158066272736,0.2833266839385031,13.152538314176246,0.23307016491889954,0.5243598818778992,50.742337164750964,0.18908382952213287,2.462883141762452,57.35751915708812,1.4727011494252873
ahmedabad_ssp245_near_2030s_hot_2034,Ahmedabad,ssp245,near_2030s,hot,2034,LEGACY,120.0,1.2,1.7182130584192439,16704,0.3035335838794708,0.1442144215106964,0.3149177551269531,16.965996168582375,0.25699934363365173,0.441433846950531,57.84841954022989,0.21407967805862427,2.9765325670498086,68.48060344827587,1.5684865900383143
ahmedabad_ssp245_near_2030s_typical_2032,Ahmedabad,ssp245,near_2030s,typical,2032,COMP-Lo,90.0,0.9,1.7182130584192439,16704,0.05548970028758049,0.09418468922376633,0.14348020628094674,0.36518199233716475,0.14159132540225983,0.27900367975234985,8.638649425287356,0.12232669442892075,0.1708572796934866,39.49353448275862,6.010536398467433
ahmedabad_ssp245_near_2030s_typical_2032,Ahmedabad,ssp245,near_2030s,typical,2032,S-real,93.2,0.932,1.7182130584192439,16704,0.06437751650810242,0.09334979206323624,0.14165472686290737,0.3532088122605364,0.1442284882068634,0.2802868187427521,11.063218390804598,0.12309037148952484,0.2134219348659004,40.87045019157088,5.429837164750958
ahmedabad_ssp245_near_2030s_typical_2032,Ahmedabad,ssp245,near_2030s,typical,2032,COMP-Med,100.0,1.0,1.7182130584192439,16704,0.002297311322763562,0.12491873651742935,0.17549419552087783,2.460488505747126,0.18549467623233795,0.3624460995197296,28.825431034482758,0.16067931056022644,0.759279214559387,33.231561302681996,32.27969348659004
ahmedabad_ssp245_near_2030s_typical_2032,Ahmedabad,ssp245,near_2030s,typical,2032,EQ-Max,108.0,1.08,1.7182130584192439,16704,0.3735893964767456,0.15133069455623627,0.31880887448787676,20.05507662835249,0.2885609269142151,0.6151202917098999,54.6036877394636,0.23622173070907593,2.6509219348659006,89.58333333333334,0.0
ahmedabad_ssp245_near_2030s_typical_2032,Ahmedabad,ssp245,near_2030s,typical,2032,COMP-Hi,110.0,1.1,1.7182130584192439,16704,0.27440035343170166,0.11155139654874802,0.24146540760993948,8.782327586206897,0.2130509316921234,0.4404985055327391,46.952825670498086,0.17153754830360413,1.9156489463601531,57.501197318007655,0.5806992337164751
ahmedabad_ssp245_near_2030s_typical_2032,Ahmedabad,ssp245,near_2030s,typical,2032,LEGACY,120.0,1.2,1.7182130584192439,16704,0.28949204087257385,0.13769201934337616,0.2637021243572234,14.224137931034484,0.24475744366645813,0.441433846950531,54.25047892720306,0.2046189308166504,2.5398706896551726,67.96575670498083,0.814176245210728
ahmedabad_ssp585_baseline_2020s_heatwave_extreme_2027,Ahmedabad,ssp585,baseline_2020s,heatwave_extreme,2027,COMP-Lo,90.0,0.9,1.7182130584192439,16704,0.141996368765831,0.11411648988723755,0.20556117743253705,6.202107279693487,0.17616872489452362,0.305943101644516,24.347461685823752,0.15135085582733154,0.8056154214559387,56.83069923371647,7.136015325670499
