weather,zone,zone_label,floor,position,position_name,high_tail_pct__COMP-Lo,high_tail_pct__S-real,high_tail_pct__COMP-Med,high_tail_pct__EQ-Max,high_tail_pct__COMP-Hi,high_tail_pct__LEGACY,mean_p_tail__COMP-Lo,mean_p_tail__S-real,mean_p_tail__COMP-Med,mean_p_tail__EQ-Max,mean_p_tail__COMP-Hi,mean_p_tail__LEGACY,high_tail_pct_profile_spread,mean_p_tail_profile_spread,sreal_high_tail_gap_to_max_profile,sreal_mean_p_tail_gap_to_max_profile
ahmedabad_ssp245_baseline_2020s_hot_2029,perimeter_mid_zn_3,Middle P3,middle,P3,P3 north,3.334530651340996,2.9094827586206895,11.05124521072797,30.39990421455939,25.01197318007663,28.867337164750957,0.10572931523566385,0.10406758895399369,0.1372355480326622,0.18583630171360047,0.139246983401411,0.1640762706550257,27.490421455938698,0.08176871275960677,27.490421455938698,0.08176871275960677
ahmedabad_ssp245_baseline_2020s_hot_2029,perimeter_mid_zn_4,Middle P4,middle,P4,P4 west,1.5625,1.4487547892720307,5.166427203065134,17.636494252873565,15.116139846743296,18.06154214559387,0.09484346890699634,0.09310650569018582,0.1245428225829164,0.15068196076906648,0.11370754314209179,0.1397627237471505,16.61278735632184,0.057575455078880663,16.61278735632184,0.057575455078880663
ahmedabad_ssp245_baseline_2020s_hot_2029,core_top,Core top,top,core,Core,0.8979885057471264,0.9758141762452108,4.6875,18.767959770114942,14.70905172413793,17.708333333333336,0.0929397204277903,0.09137840536731814,0.12373673398729201,0.14958192136061627,0.11077461278907029,0.13748814322631683,17.869971264367816,0.05820351599329812,17.79214559386973,0.05820351599329812
ahmedabad_ssp245_baseline_2020s_hot_2029,perimeter_top_zn_1,Top P1,top,P1,P1 south,9.207375478927203,10.895593869731801,25.56273946360153,47.294061302681996,38.64942528735632,45.923132183908045,0.13023359615185562,0.1316098286813347,0.16982642403926435,0.2557819370611502,0.19128648214175145,0.2148030132007021,38.08668582375479,0.1255483409092946,36.3984674329502,0.12417210837981552
ahmedabad_ssp245_baseline_2020s_hot_2029,perimeter_top_zn_2,Top P2,top,P2,P2 east,1.9875478927203067,1.933668582375479,5.495689655172414,20.031130268199234,16.81633141762452,19.372605363984675,0.09746914849364888,0.09579504156530941,0.12760424544965193,0.159687762368737,0.11874565232608857,0.14529237242570456,18.097461685823756,0.06389272080342759,18.097461685823756,0.06389272080342759
ahmedabad_ssp245_baseline_2020s_hot_2029,perimeter_top_zn_3,Top P3,top,P3,P3 north,2.687978927203065,2.5203544061302683,8.704501915708812,24.862308429118773,20.019157088122604,23.461446360153257,0.10067976517029549,0.09910674906276964,0.13243534732373394,0.16958449093097439,0.12684195585621852,0.15144535538226603,22.341954022988503,0.07047774186820474,22.341954022988503,0.07047774186820474
ahmedabad_ssp245_baseline_2020s_hot_2029,perimeter_top_zn_4,Top P4,top,P4,P4 west,1.5505268199233717,1.5146072796934866,4.855124521072797,15.864463601532567,13.122605363984674,16.73251915708812,0.09345000744717989,0.09175216088773096,0.1234955154237867,0.14581786301239272,0.10952403350166585,0.13631562140753906,15.217911877394634,0.05406570212466176,15.217911877394634,0.05406570212466176
ahmedabad_ssp245_baseline_2020s_typical_2025,core_bottom,Core bottom,bottom,core,Core,0.0,0.0,0.5148467432950191,7.489224137931035,3.789511494252874,6.429597701149426,0.08650050223601935,0.08543766625319194,0.1168597718524485,0.11637383707571561,0.08799869163705042,0.10848024372438302,7.489224137931035,0.03142210559925657,7.489224137931035,0.03142210559925657
ahmedabad_ssp245_baseline_2020s_typical_2025,perimeter_bot_zn_1,Bottom P1,bottom,P1,P1 south,9.77610153256705,11.19492337164751,27.143199233716476,49.35943486590038,43.959530651341,51.58045977011494,0.13515810993729957,0.1372716704670631,0.17414321161346255,0.2734741773194817,0.20569420731940294,0.22827934540208436,41.80435823754789,0.13831606738218213,40.38553639846743,0.1362025068524186
ahmedabad_ssp245_baseline_2020s_typical_2025,perimeter_bot_zn_2,Bottom P2,bottom,P2,P2 east,0.25742337164750956,0.2813697318007663,1.694204980842912,11.069204980842912,7.219827586206897,10.32088122605364,0.08873847102403735,0.08747784003881946,0.11786417521069141,0.12706832276085242,0.09617773229702833,0.11848593712053881,10.811781609195402,0.03959048272203296,10.787835249042146,0.03959048272203296
ahmedabad_ssp245_baseline_2020s_typical_2025,perimeter_bot_zn_3,Bottom P3,bottom,P3,P3 north,0.08381226053639847,0.07782567049808428,1.3769157088122606,12.90110153256705,6.932471264367816,11.530172413793103,0.08613791396752932,0.08435858283630925,0.11390125294312232,0.1266292087736399,0.09403476942126072,0.1215789902393118,12.823275862068966,0.04227062593733065,12.823275862068966,0.04227062593733065
ahmedabad_ssp245_baseline_2020s_typical_2025,perimeter_bot_zn_4,Bottom P4,bottom,P4,P4 west,0.15565134099616856,0.20953065134099616,1.63433908045977,8.159722222222223,5.501676245210728,7.992097701149426,0.08642292341700131,0.0847454852498382,0.11564455476411527,0.11976968619446514,0.09107940990411514,0.11336159278352122,8.004070881226054,0.03502420094462694,7.950191570881227,0.03502420094462694
