dataset,analysis,metric,level,contrast,estimate,ci_lower_2_5,ci_upper_97_5,bootstrap_mean,bootstrap_sd,n_bootstrap_valid,resampling_unit,n_resampling_units
role_weighted_144,severity_level,high_tail_pct,heatwave_extreme,,14.759438856960408,12.329715811582057,17.45142755228288,14.760243280052679,1.3144411410236536,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,high_tail_pct,,hot minus typical,4.268438697318006,2.7579752604166647,5.964330524624844,4.267717300746328,0.8188560677361016,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,high_tail_pct,,heatwave_extreme minus typical,4.552427562260535,3.1582349287595726,6.174597027658035,4.550495939096422,0.7721917758316904,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,high_tail_pct,,heatwave_extreme minus hot,0.28398886494252906,-0.28773360173211787,0.871173571200508,0.28277863835009415,0.2924871904189248,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_level,any_zone_high_tail_pct,typical,,33.01217772190294,29.240385910560356,36.70086194424489,33.01907957425368,1.917030184982902,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_level,any_zone_high_tail_pct,hot,,38.74221743295019,34.28119449932152,43.27815069244892,38.74357186153017,2.2814101423353463,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_level,any_zone_high_tail_pct,heatwave_extreme,,38.175112747445716,33.67019750758302,42.781207594987244,38.180770386833494,2.315486233521139,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,any_zone_high_tail_pct,,hot minus typical,5.7300397110472545,4.174957470266598,7.399727734873863,5.724492287276494,0.823105385666823,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,any_zone_high_tail_pct,,heatwave_extreme minus typical,5.1629350255427795,3.6632630407886335,6.822501970585887,5.161690812579821,0.8118530835836935,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,any_zone_high_tail_pct,,heatwave_extreme minus hot,-0.567104685504475,-1.3474878771551608,0.12721503831418363,-0.562801474696673,0.3793780952401623,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_level,hidden_any_zone_high_tail_pct,typical,,22.805166427203066,20.180230658325353,25.487585932511173,22.809332233297415,1.3638078923351282,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_level,hidden_any_zone_high_tail_pct,hot,,24.266767440932313,21.6322188298212,26.99468814854726,24.26610721982759,1.3857940614208224,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_level,hidden_any_zone_high_tail_pct,heatwave_extreme,,23.415673890485312,20.670488730244255,26.29465622006705,23.42052710678081,1.4462776000769186,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,hidden_any_zone_high_tail_pct,,hot minus typical,1.461601013729247,0.28307216834290966,2.5834973409562614,1.4567749865301742,0.5892193265766656,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,hidden_any_zone_high_tail_pct,,heatwave_extreme minus typical,0.6105074632822465,-0.403231137252558,1.6132893568406856,0.6111948734833978,0.5161780676051534,10000,city × scenario_raw × time_slice,48
role_weighted_144,severity_contrast,hidden_any_zone_high_tail_pct,,heatwave_extreme minus hot,-0.8510935504470005,-1.5669899425287355,-0.18570589379788793,-0.8455801130467766,0.3521763615632721,10000,city × scenario_raw × time_slice,48
