city,year,month,day,hour,current_time,outdoor_temp_c,expected_tsv,discomfort_probability,zone_p_disc_max,zone_p_disc_p90,zone_p_disc_spread,zones_above_tail_020,mean_d_tail,zone_d_tail_max_abs,gap_max_minus_mean
Ahmedabad,2050,1,3,15,15.25,25.6,0.4458604324184751,0.1611407850823775,0.7203887855264002,0.38905128242300835,0.6638527271102604,3,0.11340240072666952,0.7103804452428306,0.5592480004440227
Ahmedabad,2034,1,1,13,13.75,28.5175,0.460740994224186,0.1643654236745642,0.7232124040343219,0.5019995093804454,0.6669992494857149,2,0.11786057667912211,0.7075568267349089,0.5588469803597577
Ahmedabad,2034,1,1,13,13.75,28.5175,0.460740994224186,0.1643654236745642,0.7232124040343219,0.5019995093804454,0.6669992494857149,2,0.11786057667912211,0.7075568267349089,0.5588469803597577
Ahmedabad,2088,1,29,12,13.0,23.96,0.449807879830475,0.161599573332767,0.7203887855264002,0.3973874819040057,0.6641756309777932,3,0.1143231061620558,0.7103804452428306,0.5587892121936332
Ahmedabad,2088,1,29,12,13.0,23.96,0.449807879830475,0.161599573332767,0.7203887855264002,0.3973874819040057,0.6641756309777932,3,0.1143231061620558,0.7103804452428306,0.5587892121936332
Ahmedabad,2087,1,29,12,12.5,23.93,0.4814156462252806,0.16450803459817,0.7232124040343219,0.3973874819040057,0.6426385761528927,3,0.116855084959736,0.7075568267349089,0.5587043694361519
Ahmedabad,2027,1,29,12,12.5,23.8,0.4856994835542005,0.1646422902755923,0.7232124040343219,0.3985957830008063,0.6426385761528927,3,0.11672082928231362,0.7075568267349089,0.5585701137587296
Ahmedabad,2027,1,29,12,12.5,23.8,0.4856994835542005,0.1646422902755923,0.7232124040343219,0.3985957830008063,0.6426385761528927,3,0.11672082928231362,0.7075568267349089,0.5585701137587296
Ahmedabad,2050,1,4,13,13.75,23.985,0.4230360407219251,0.1621791219049903,0.7203887855264002,0.39657769855741837,0.6638527271102604,3,0.11281880504676299,0.7103804452428306,0.5582096636214099
Ahmedabad,2037,1,11,14,15.0,25.73,0.4379341239723656,0.1621949536516981,0.7203887855264002,0.38905128242300835,0.6638527271102604,3,0.114327407748977,0.7103804452428306,0.5581938318747021
Ahmedabad,2037,1,11,14,15.0,25.73,0.4379341239723656,0.1621949536516981,0.7203887855264002,0.38905128242300835,0.6638527271102604,3,0.114327407748977,0.7103804452428306,0.5581938318747021
Phoenix,2039,11,29,12,12.5,18.525,0.3549096762647101,0.1608312333496834,0.7187937062937063,0.3476428614646865,0.6455524826169192,2,0.1244948483976539,0.7119755244755245,0.5579624729440229
Phoenix,2039,11,29,12,12.5,18.525,0.3549096762647101,0.1608312333496834,0.7187937062937063,0.3476428614646865,0.6455524826169192,2,0.1244948483976539,0.7119755244755245,0.5579624729440229
Ahmedabad,2059,11,22,12,13.0,27.66,0.4803141395591478,0.1654169597498454,0.7232124040343219,0.3849034694516659,0.6669992494857149,3,0.118581150430064,0.7075568267349089,0.5577954442844765
Ahmedabad,2059,11,22,12,13.0,27.66,0.4803141395591478,0.1654169597498454,0.7232124040343219,0.3849034694516659,0.6669992494857149,3,0.118581150430064,0.7075568267349089,0.5577954442844765
Ahmedabad,2050,1,5,15,15.25,25.54,0.4584087842924716,0.1627002491977258,0.7203887855264002,0.38905128242300835,0.6638527271102604,3,0.1150910263890309,0.7103804452428306,0.5576885363286743
Ahmedabad,2059,1,3,13,13.25,24.324999999999996,0.4566923203087798,0.166041357487887,0.7232124040343219,0.42913104679506975,0.6522685005088033,3,0.1158099163205172,0.7075568267349089,0.5571710465464348
Ahmedabad,2059,1,3,13,13.25,24.324999999999996,0.4566923203087798,0.166041357487887,0.7232124040343219,0.42913104679506975,0.6522685005088033,3,0.1158099163205172,0.7075568267349089,0.5571710465464348
Ahmedabad,2032,1,1,14,14.5,26.73,0.4710485437087032,0.16177264289148,0.7187937062937063,0.3603405523311778,0.6622576478775666,3,0.11398323128901158,0.7119755244755245,0.5570210634022263
Ahmedabad,2055,1,3,13,14.0,24.17,0.4368049907587206,0.1636861718041357,0.7203887855264002,0.4331649336685252,0.6638527271102604,3,0.11399242632718991,0.7103804452428306,0.5567026137222645
