weather,analysis_state_sha256,floor,area_weighted_high_tail_pct,unweighted_zone_time_high_tail_pct,any_zone_within_floor_high_tail_pct,mean_p_tail_area_weighted,mean_warm_tail_area_weighted,mean_cold_tail_area_weighted,mean_expected_tsv_area_weighted
beijing_ssp245_late_2080s_hot_2084,55f30099243d212003ebe7a5c04fff9306df81159d60e512cd78ea7a2a5a6558,middle,10.670814505925277,10.942289272030651,15.146072796934865,0.11037853998740083,0.0877545333591306,0.02262400662827023,0.2713452014488866
beijing_ssp245_late_2080s_hot_2084,55f30099243d212003ebe7a5c04fff9306df81159d60e512cd78ea7a2a5a6558,top,9.997938230690362,10.276580459770116,13.469827586206899,0.10346727662318697,0.07882361621629454,0.024643660406892424,0.218482333170651
beijing_ssp245_late_2080s_typical_2083,f5c8c4568aa865e644f6e3976364a74ea604558cc4b44d33ab5b322ba97ef3ec,bottom,9.926467091584822,10.176005747126435,16.648706896551722,0.11167520020108881,0.08938129606916394,0.02229390413192487,0.2708534510147763
beijing_ssp245_late_2080s_typical_2083,f5c8c4568aa865e644f6e3976364a74ea604558cc4b44d33ab5b322ba97ef3ec,middle,10.948395707060273,11.229645593869732,16.45713601532567,0.10842336227334355,0.0858917340561417,0.022531628217201848,0.25778317648564797
beijing_ssp245_late_2080s_typical_2083,f5c8c4568aa865e644f6e3976364a74ea604558cc4b44d33ab5b322ba97ef3ec,top,9.470347638345258,10.035919540229884,14.439655172413794,0.10073903621968823,0.0759145255957725,0.024824510623915733,0.19649753529651262
beijing_ssp245_mid_2050s_heatwave_extreme_2050,b393995a38e165e399eee3579acd4bb70ad4eacaf3d784d63c4f12dd1252b11f,bottom,7.207923365845232,7.631704980842911,13.523706896551724,0.10618662831353869,0.08319767115566701,0.022988957157871658,0.256358273775248
beijing_ssp245_mid_2050s_heatwave_extreme_2050,b393995a38e165e399eee3579acd4bb70ad4eacaf3d784d63c4f12dd1252b11f,middle,8.141733397465217,8.56800766283525,13.721264367816092,0.10291328525174771,0.07965382300135175,0.023259462250395973,0.24411495318451462
beijing_ssp245_mid_2050s_heatwave_extreme_2050,b393995a38e165e399eee3579acd4bb70ad4eacaf3d784d63c4f12dd1252b11f,top,7.2853223368419915,7.709530651340995,11.33860153256705,0.09622118381419643,0.07090806451919733,0.025313119294999114,0.19040050682521745
beijing_ssp245_mid_2050s_hot_2050,b393995a38e165e399eee3579acd4bb70ad4eacaf3d784d63c4f12dd1252b11f,bottom,7.207923365845232,7.631704980842911,13.523706896551724,0.10618662831353869,0.08319767115566701,0.022988957157871658,0.256358273775248
beijing_ssp245_mid_2050s_hot_2050,b393995a38e165e399eee3579acd4bb70ad4eacaf3d784d63c4f12dd1252b11f,middle,8.141733397465217,8.56800766283525,13.721264367816092,0.10291328525174771,0.07965382300135175,0.023259462250395973,0.24411495318451462
beijing_ssp245_mid_2050s_hot_2050,b393995a38e165e399eee3579acd4bb70ad4eacaf3d784d63c4f12dd1252b11f,top,7.2853223368419915,7.709530651340995,11.33860153256705,0.09622118381419643,0.07090806451919733,0.025313119294999114,0.19040050682521745
beijing_ssp245_mid_2050s_typical_2056,2cb806956e74805c11ec3ff09283a73fe7afa607e7976ec3036dd46a2fcd01a7,bottom,3.6254421294628476,3.560823754789272,8.662595785440613,0.09789963326560262,0.07468725713057318,0.023212376135029442,0.21639447882048193
beijing_ssp245_mid_2050s_typical_2056,2cb806956e74805c11ec3ff09283a73fe7afa607e7976ec3036dd46a2fcd01a7,middle,3.927376311548172,4.325909961685824,9.883860153256704,0.0907138263143451,0.06704264990332316,0.023671176411021937,0.1878351801969748
beijing_ssp245_mid_2050s_typical_2056,2cb806956e74805c11ec3ff09283a73fe7afa607e7976ec3036dd46a2fcd01a7,top,3.493404245866304,3.878113026819923,8.159722222222223,0.08482469386582771,0.05863562276863821,0.026189071097189515,0.12923967053055072
beijing_ssp245_near_2030s_heatwave_extreme_2039,d04f212755242b6a78c5565d142d684c87b263be6ce0094b814f2f49b68bc710,bottom,0.615381860878103,0.3795498084291188,1.628352490421456,0.08948233745254908,0.06388146401953718,0.025600873433011893,0.1735382834457403
