weather,city,scenario_raw,time_slice,severity,weather_year,bottom_area_weighted_high_tail_pct,bottom_unweighted_high_tail_pct,bottom_any_zone_high_tail_pct,middle_area_weighted_high_tail_pct,middle_unweighted_high_tail_pct,middle_any_zone_high_tail_pct,top_area_weighted_high_tail_pct,top_unweighted_high_tail_pct,top_any_zone_high_tail_pct,P1_bottom_high_tail_pct,P1_middle_high_tail_pct,P1_top_high_tail_pct,P2_bottom_high_tail_pct,P2_middle_high_tail_pct,P2_top_high_tail_pct,P3_bottom_high_tail_pct,P3_middle_high_tail_pct,P3_top_high_tail_pct,P4_bottom_high_tail_pct,P4_middle_high_tail_pct,P4_top_high_tail_pct
beijing_ssp245_near_2030s_hot_2034,Beijing,ssp245,near_2030s,hot,2034,2.1488565978913443,1.7983716475095786,6.196120689655173,2.382210145180812,2.703544061302682,7.189894636015326,2.0355957273255614,2.4042145593869733,5.657327586206897,4.028975095785441,5.818965517241379,4.693486590038314,0.8321360153256706,1.4786877394636015,1.6882183908045978,1.2092911877394636,3.1429597701149428,2.771791187739464,0.5866858237547893,1.3170498084291187,1.4188218390804597
beijing_ssp245_near_2030s_typical_2035,Beijing,ssp245,near_2030s,typical,2035,2.4531664836123284,1.9169061302681991,6.645114942528736,2.820171816954521,3.1585249042145596,10.1352969348659,2.181674068434061,2.5706417624521074,7.070162835249043,4.196599616858237,8.417145593869732,6.154214559386973,0.7602969348659003,1.2033045977011494,1.5146072796934866,1.430795019157088,3.095067049808429,2.460488505747126,0.3951149425287357,1.0416666666666665,1.221264367816092
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,3.376457292888764,3.001676245210728,8.512931034482758,3.828090110998365,4.3726053639846745,10.255028735632184,3.089700340197993,3.6470306513409962,7.806513409961687,5.9446839080459775,8.800287356321839,6.698994252873564,1.4008620689655173,2.4664750957854404,2.6221264367816093,2.6999521072796933,4.717432950191571,3.867337164750958,1.4667145593869733,2.993295019157088,2.7777777777777777
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,3.376457292888764,3.001676245210728,8.512931034482758,3.828090110998365,4.3726053639846745,10.255028735632184,3.089700340197993,3.6470306513409962,7.806513409961687,5.9446839080459775,8.800287356321839,6.698994252873564,1.4008620689655173,2.4664750957854404,2.6221264367816093,2.6999521072796933,4.717432950191571,3.867337164750958,1.4667145593869733,2.993295019157088,2.7777777777777777
beijing_ssp585_baseline_2020s_typical_2026,Beijing,ssp585,baseline_2020s,typical,2026,1.3950976423999295,0.6022509578544061,2.8735632183908044,0.8508442849291247,1.1302681992337165,5.094588122605364,0.7031453724949881,0.959051724137931,4.334291187739463,0.6944444444444444,4.711446360153257,3.9930555555555554,0.07183908045977011,0.19157088122605362,0.22150383141762453,0.017959770114942528,0.22150383141762453,0.13170498084291188,0.035919540229885055,0.17959770114942528,0.18558429118773948
beijing_ssp585_late_2080s_heatwave_extreme_2089,Beijing,ssp585,late_2080s,heatwave_extreme,2089,11.9992655217194,12.411398467432951,21.0727969348659,13.377071867059431,13.590756704980844,19.34865900383142,11.619218763557631,12.009099616858238,16.738505747126435,18.618295019157088,17.00191570881226,14.685105363984674,9.686302681992338,11.422413793103448,10.90756704980843,12.847222222222221,15.654932950191572,13.296216475095784,9.889846743295019,11.188936781609195,10.261015325670499
beijing_ssp585_late_2080s_hot_2089,Beijing,ssp585,late_2080s,hot,2089,11.9992655217194,12.411398467432951,21.0727969348659,13.377071867059431,13.590756704980844,19.34865900383142,11.619218763557631,12.009099616858238,16.738505747126435,18.618295019157088,17.00191570881226,14.685105363984674,9.686302681992338,11.422413793103448,10.90756704980843,12.847222222222221,15.654932950191572,13.296216475095784,9.889846743295019,11.188936781609195,10.261015325670499
beijing_ssp585_late_2080s_typical_2084,Beijing,ssp585,late_2080s,typical,2084,10.151763887565208,10.422653256704981,16.52897509578544,11.30989846609485,11.54094827586207,16.774425287356323,9.934283835689394,10.318486590038315,13.984674329501914,14.020593869731801,14.439655172413794,12.27250957854406,8.72844827586207,9.752155172413794,9.572557471264368,11.44037356321839,13.577586206896552,11.619971264367816,8.441091954022989,9.285201149425287,8.848180076628353
beijing_ssp585_mid_2050s_heatwave_extreme_2052,Beijing,ssp585,mid_2050s,heatwave_extreme,2052,8.713103243292839,9.225335249042145,15.247844827586206,10.815548907622745,11.08117816091954,17.57064176245211,9.27344249065747,9.682710727969349,14.559386973180077,13.2602969348659,15.391522988505745,12.775383141762454,7.7765804597701145,9.039750957854405,8.836206896551724,10.171216475095786,12.440134099616857,10.626197318007662,7.136015325670499,8.477011494252872,7.650862068965517
beijing_ssp585_mid_2050s_hot_2052,Beijing,ssp585,mid_2050s,hot,2052,8.713103243292839,9.225335249042145,15.247844827586206,10.815548907622745,11.08117816091954,17.57064176245211,9.27344249065747,9.682710727969349,14.559386973180077,13.2602969348659,15.391522988505745,12.775383141762454,7.7765804597701145,9.039750957854405,8.836206896551724,10.171216475095786,12.440134099616857,10.626197318007662,7.136015325670499,8.477011494252872,7.650862068965517
beijing_ssp585_mid_2050s_typical_2053,Beijing,ssp585,mid_2050s,typical,2053,2.588667204709613,2.0797413793103448,7.237787356321839,2.8353686203821233,3.117816091954023,7.171934865900383,2.3724964141236606,2.653256704980843,5.4897030651340994,4.7234195402298855,5.765086206896552,4.531848659003831,0.6944444444444444,1.8558429118773947,1.9935344827586208,1.3170498084291187,4.082854406130268,3.3105842911877397,0.7602969348659003,1.6403256704980842,1.5505268199233717
beijing_ssp585_near_2030s_heatwave_extreme_2030,Beijing,ssp585,near_2030s,heatwave_extreme,2030,3.846287148674152,3.5787835249042144,9.135536398467432,5.082098375505505,5.70522030651341,13.88888888888889,4.271474258550335,4.905411877394636,10.799808429118773,6.4655172413793105,11.715756704980842,9.11757662835249,2.244971264367816,3.2866379310344827,3.5261015325670497,3.298611111111111,6.010536398467433,5.190373563218391,2.0174808429118776,3.5859674329501914,3.4243295019157087
beijing_ssp585_near_2030s_hot_2037,Beijing,ssp585,near_2030s,hot,2037,4.52503534544069,3.9643199233716473,11.7397030651341,4.390054075202078,5.00838122605364,12.27250957854406,3.7512538844398238,4.380986590038314,9.482758620689655,7.866379310344827,10.476532567049809,8.153735632183908,1.8318965517241377,2.5562739463601534,3.095067049808429,3.6637931034482754,5.866858237547893,4.6875,1.7241379310344827,2.9034961685823752,3.1788793103448274
beijing_ssp585_near_2030s_typical_2032,Beijing,ssp585,near_2030s,typical,2032,3.199292611604374,2.655651340996169,8.35727969348659,3.052901806925925,3.3656609195402294,8.554837164750957,2.6486353731070533,3.062739463601533,7.088122605363985,5.3999042145593865,6.710967432950192,6.004549808429119,1.2272509578544062,1.7899904214559386,2.1671455938697317,2.1611590038314175,4.406130268199234,3.394396551724138,0.9758141762452108,1.5565134099616857,1.7840038314176248
guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028,Guangzhou,ssp245,baseline_2020s,heatwave_extreme,2028,4.396458569043624,6.226053639846743,20.55795019157088,7.0093567324164985,7.608955938697318,15.39750957854406,6.0353982321811905,6.622365900383141,11.859434865900383,20.204741379310345,14.786877394636017,11.47030651340996,2.5383141762452106,4.597701149425287,5.208333333333334,4.753352490421456,9.003831417624522,7.08213601532567,2.0893199233716473,3.9810823754789273,4.346264367816092
guangzhou_ssp245_baseline_2020s_hot_2027,Guangzhou,ssp245,baseline_2020s,hot,2027,3.2206466560324665,4.42169540229885,17.600574712643677,4.5982438512071955,5.263409961685824,13.056752873563218,4.366822437614738,4.895833333333333,10.045498084291188,17.169540229885058,12.625718390804597,9.770114942528735,1.2033045977011494,2.6999521072796933,3.5620210727969353,1.7780172413793105,5.860871647509579,5.56154214559387,0.7782567049808429,1.873802681992337,2.2150383141762453
guangzhou_ssp245_baseline_2020s_typical_2025,Guangzhou,ssp245,baseline_2020s,typical,2025,5.730011450210939,7.604166666666666,21.21647509578544,8.513556466293858,9.35823754789272,17.2294061302682,7.018112921963667,7.770593869731801,12.895114942528735,20.86925287356322,16.5110153256705,12.290469348659004,4.082854406130268,6.698994252873564,6.2380268199233715,7.159961685823754,10.739942528735632,8.955938697318008,3.1010536398467434,5.890804597701149,5.573515325670498
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,Guangzhou,ssp245,late_2080s,heatwave_extreme,2088,15.99181618978526,19.07088122605364,38.122605363984675,22.33513375217236,23.28903256704981,35.47653256704981,18.743884574613393,19.849137931034484,28.831417624521073,37.667624521072796,34.48874521072797,27.825670498084293,13.613505747126437,18.330938697318008,17.391044061302683,19.881465517241377,26.622365900383144,21.98874521072797,12.853208812260537,16.870210727969347,15.247844827586206
guangzhou_ssp245_late_2080s_hot_2083,Guangzhou,ssp245,late_2080s,hot,2083,11.20358342133069,14.34506704980843,35.52442528735632,18.405537572246132,19.691091954022987,33.740421455938694,15.321463522896142,16.660680076628353,26.460727969348657,35.0933908045977,32.8544061302682,25.472940613026818,8.231561302681992,13.912835249042146,13.685344827586206,13.55962643678161,21.869013409961685,18.45067049808429,8.399185823754788,14.00263409961686,12.589798850574713
guangzhou_ssp245_late_2080s_typical_2084,Guangzhou,ssp245,late_2080s,typical,2084,6.886509812607683,9.677921455938696,29.86111111111111,10.725826514735143,11.897749042145595,23.09027777777778,8.80911214510454,9.905411877394636,17.34315134099617,29.43007662835249,22.300047892720308,16.93007662835249,4.346264367816092,7.387452107279693,7.543103448275862,8.034003831417625,13.697318007662835,10.644157088122604,3.9571360153256707,7.579022988505748,7.333572796934866
guangzhou_ssp245_mid_2050s_heatwave_extreme_2055,Guangzhou,ssp245,mid_2050s,heatwave_extreme,2055,9.380983309675502,11.931273946360154,27.717911877394634,13.267929870509102,14.165469348659004,25.317289272030653,11.322565857457827,12.243773946360154,19.749760536398465,27.33477011494253,24.551005747126435,18.96551724137931,7.836446360153257,9.800047892720306,10.24904214559387,11.81154214559387,15.720785440613028,13.392001915708812,7.0761494252873565,9.40493295019157,8.866139846743296
guangzhou_ssp245_mid_2050s_hot_2051,Guangzhou,ssp245,mid_2050s,hot,2051,8.339932558162982,10.704022988505747,27.502394636015325,13.11301646695414,14.123563218390805,23.000478927203066,10.835653746634016,11.903735632183908,17.750239463601535,27.053400383141764,22.126436781609197,16.90014367816092,6.112308429118774,10.446599616858238,10.159243295019158,10.081417624521073,16.60081417624521,13.864942528735632,5.579501915708812,10.225095785440613,9.392959770114942
